index	value	flag
1130	17334	0
1131	18042	0
1132	17915	0
1133	16873	0
1134	17258	0
1135	16450	0
1136	16363	0
1137	17541	0
1138	17549	0
1139	18178	0
1140	17630	0
1141	16821	0
1142	17396	0
1143	17876	0
1144	18050	0
1145	17923	0
1146	18251	0
1147	16401	0
1148	17226	0
1149	18729	0
1150	16337	0
1151	16082	0
1152	18045	0
1153	17342	0
1154	17502	0
1155	17254	0
1156	17435	0
1157	17570	0
1158	16890	0
1159	16725	0
1160	17460	0
1161	18014	0
1162	18437	0
1163	17334	0
1164	17690	0
1165	16442	0
1166	16534	0
1167	17843	0
1168	18057	0
1169	18057	0
1170	18254	0
1171	17091	0
1172	16638	0
1173	17334	0
1174	17297	0
1175	17556	0
1176	17835	0
1177	17629	0
1178	17137	0
1179	16565	0
1180	18179	0
1181	17334	0
1182	18077	0
1183	16966	0
1184	16813	0
1185	16634	0
1186	17835	0
1187	17226	0
1188	17915	0
1189	17873	0
1190	17669	0
1191	16685	0
1192	17115	0
1193	17426	0
1194	17622	0
1195	17843	0
1196	16829	0
1197	17137	0
1198	18251	0
1199	17835	0
1200	16634	0
1201	16400	0
1202	17570	0
1203	17469	0
1204	16833	0
1205	17081	0
1206	16926	0
1207	16142	0
1208	17129	0
1209	17750	0
1210	17334	0
1211	16497	0
1212	17342	0
1213	17464	0
1214	17297	0
1215	17144	0
1216	17294	0
1217	18221	0
1218	17331	0
1219	17027	0
1220	17258	0
1221	18250	0
1222	16725	0
1223	16990	0
1224	17009	0
1225	17834	0
1226	16502	0
1227	17226	0
1228	16174	0
1229	16577	0
1230	15971	0
1231	18293	0
1232	16830	0
1233	18241	0
1234	16669	0
1235	16925	0
1236	16833	0
1237	17137	0
1238	17843	0
1239	18050	0
1240	17106	0
1241	17613	0
1242	17870	0
1243	17129	0
1244	16725	0
1245	17838	0
1246	17057	0
1247	16762	0
1248	18134	0
1249	16763	0
1250	17427	0
1251	17010	0
1252	18129	0
1253	17843	0
1254	16929	0
1255	17273	0
1256	17859	0
1257	17334	0
1258	16724	0
1259	17843	0
1260	17090	0
1261	16728	0
1262	17666	0
1263	17381	0
1264	16740	0
1265	17745	0
1266	17834	0
1267	17750	0
1268	16502	0
1269	17229	0
1270	16332	0
1271	17573	0
1272	17198	0
1273	17666	0
1274	16377	0
1275	17795	0
1276	17250	0
1277	16664	0
1278	18187	0
1279	17569	0
1280	16344	0
1281	17405	0
1282	16890	0
1283	17426	0
1284	16065	0
1285	16518	0
1286	17217	0
1287	16650	0
1288	18050	0
1289	17758	0
1290	16966	0
1291	17225	0
1292	17706	0
1293	16858	0
1294	18085	0
1295	17266	0
1296	17974	0
1297	19377	0
1298	16286	0
1299	17461	0
1300	16858	0
1301	17883	0
1302	16494	0
1303	17334	0
1304	17412	0
1305	17027	0
1306	17748	0
1307	17834	0
1308	16699	0
1309	17502	0
1310	17226	0
1311	16353	0
1312	17057	0
1313	18042	0
1314	17690	0
1315	17674	0
1316	17400	0
1317	17490	0
1318	17774	0
1319	17137	0
1320	17499	0
1321	16893	0
1322	17835	0
1323	17091	0
1324	16242	0
1325	17523	0
1326	16202	0
1327	16526	0
1328	17843	0
1329	16926	0
1330	18251	0
1331	17030	0
1332	17427	0
1333	16013	0
1334	16859	0
1335	16905	0
1336	17258	0
1337	16565	0
1338	17601	0
1339	16898	0
1340	17057	0
1341	17657	0
1342	17630	0
1343	17348	0
1344	17464	0
1345	18216	0
1346	16570	0
1347	18069	0
1348	17010	0
1349	16728	0
1350	17430	0
1351	17030	0
1352	16534	0
1353	17678	0
1354	17974	0
1355	17923	0
1356	18194	0
1357	17427	0
1358	16728	0
1359	17850	0
1360	17258	0
1361	17226	0
1362	17412	0
1363	16733	0
1364	17630	0
1365	17091	0
1366	16619	0
1367	17229	0
1368	18259	0
1369	17843	0
1370	16838	0
1371	17801	0
1372	17234	0
1373	17442	0
1374	17750	0
1375	17132	0
1376	17426	0
1377	17475	0
1378	17174	0
1379	17309	0
1380	17570	0
1381	18357	0
1382	16401	0
1383	16950	0
1384	16845	0
1385	17835	0
1386	17637	0
1387	17396	0
1388	16805	0
1389	17229	0
1390	18259	0
1391	16773	0
1392	17342	0
1393	17499	0
1394	18042	0
1395	17129	0
1396	17241	0
1397	16329	0
1398	17297	0
1399	17027	0
1400	16134	0
1401	17421	0
1402	18594	0
1403	18430	0
1404	16694	0
1405	17426	0
1406	17771	0
1407	16702	0
1408	16550	0
1409	16165	0
1410	17250	0
1411	17502	0
1412	17334	0
1413	17333	0
1414	17843	0
1415	17460	0
1416	17234	0
1417	17834	0
1418	17801	0
1419	17294	0
1420	17638	0
1421	17342	0
1422	17774	0
1423	17173	0
1424	17838	0
1425	18090	0
1426	16562	0
1427	16676	0
1428	17010	0
1429	17665	0
1430	17961	0
1431	17266	0
1432	17334	0
1433	17137	0
1434	15970	0
1435	17922	0
1436	18636	0
1437	17665	0
1438	16725	0
1439	17915	0
1440	17666	0
1441	17630	0
1442	17499	0
1443	17835	0
1444	17498	0
1445	17056	0
1446	16404	0
1447	17774	0
1448	17027	0
1449	18090	0
1450	17106	0
1451	15956	0
1452	16332	0
1453	17674	0
1454	17229	0
1455	17132	0
1456	17502	0
1457	16725	0
1458	16526	0
1459	16981	0
1460	16763	0
1461	17115	0
1462	18179	0
1463	18042	0
1464	16669	0
1465	16008	0
1466	18182	0
1467	17630	0
1468	17427	0
1469	16724	0
1470	16898	0
1471	17234	0
1472	16635	0
1473	17334	0
1474	17171	0
1475	17081	0
1476	17171	0
1477	17611	0
1478	17630	0
1479	17498	0
1480	17226	0
1481	18057	0
1482	17137	0
1483	16409	0
1484	17633	0
1485	18009	0
1486	17258	0
1487	17462	0
1488	16174	0
1489	16451	0
1490	16169	0
1491	18050	0
1492	14954	0
1493	16725	0
1494	17982	0
1495	16820	0
1496	15197	0
1497	17129	0
1498	18041	0
1499	16451	0
1500	17337	0
1501	17629	0
1502	17461	0
1503	17835	0
1504	17261	0
1505	16029	0
1506	20691	0
1507	16497	0
1508	17666	0
1509	18386	0
1510	17630	0
1511	17342	0
1512	16890	0
1513	17714	0
1514	18339	0
1515	16635	0
1516	16690	0
1517	16893	0
1518	15944	0
1519	17234	0
1520	16914	0
1521	17435	0
1522	17318	0
1523	16337	0
1524	16562	0
1525	16661	0
1526	17946	0
1527	18413	0
1528	16526	0
1529	16725	0
1530	17174	0
1531	16925	0
1532	17018	0
1533	16926	0
1534	18097	0
1535	17843	0
1536	17173	0
1537	17758	0
1538	16890	0
1539	17556	0
1540	16725	0
1541	17469	0
1542	17770	0
1543	16893	0
1544	17226	0
1545	17217	0
1546	17638	0
1547	16005	0
1548	16749	0
1549	16914	0
1550	17499	0
1551	22266	0
1552	17294	0
1553	17294	0
1554	16926	0
1555	17834	0
1556	17918	0
1557	17132	0
1558	16425	0
1559	17302	0
1560	17342	0
1561	16061	0
1562	17750	0
1563	18641	0
1564	16561	0
1565	16142	0
1566	17186	0
1567	17714	0
1568	17666	0
1569	17838	0
1570	16142	0
1571	17129	0
1572	18045	0
1573	16966	0
1574	17195	0
1575	16805	0
1576	17570	0
1577	17001	0
1578	17982	0
1579	17234	0
1580	16866	0
1581	16805	0
1582	16562	0
1583	16974	0
1584	16733	0
1585	17333	0
1586	18738	0
1587	17094	0
1588	17427	0
1589	16329	0
1590	18014	0
1591	18006	0
1592	17027	0
1593	17206	0
1594	17334	0
1595	17750	0
1596	17633	0
1597	17570	0
1598	17666	0
1599	17570	0
1600	17666	0
1601	17586	0
1602	17225	0
1603	16905	0
1604	17774	0
1605	17010	0
1606	17758	0
1607	17850	0
1608	17060	0
1609	17081	0
1610	17217	0
1611	17132	0
1612	16805	0
1613	17261	0
1614	16169	0
1615	17129	0
1616	17091	0
1617	17974	0
1618	16494	0
1619	16332	0
1620	18082	0
1621	17753	0
1622	16898	0
1623	16728	0
1624	16371	0
1625	17358	0
1626	18221	0
1627	16650	0
1628	17009	0
1629	16699	0
1630	16929	0
1631	17137	0
1632	17198	0
1633	17630	0
1634	17129	0
1635	16890	0
1636	17057	0
1637	16724	0
1638	18042	0
1639	16541	0
1640	17337	0
1641	17378	0
1642	17065	0
1643	16771	0
1644	17042	0
1645	16890	0
1646	16401	0
1647	17257	0
1648	16602	0
1649	17638	0
1650	16525	0
1651	18275	0
1652	18106	0
1653	16366	0
1654	17137	0
1655	18251	0
1656	17758	0
1657	17234	0
1658	17297	0
1659	16786	0
1660	16893	0
1661	21777	0
1662	17569	0
1663	17226	0
1664	17334	0
1665	17873	0
1666	16725	0
1667	18179	0
1668	16344	0
1669	16541	0
1670	16646	0
1671	18357	0
1672	16660	0
1673	16610	0
1674	15692	0
1675	17297	0
1676	17090	0
1677	18397	0
1678	16577	0
1679	17358	0
1680	17498	0
1681	16526	0
1682	17540	0
1683	17333	0
1684	16328	0
1685	17430	0
1686	18014	0
1687	17137	0
1688	16273	0
1689	17025	0
1690	16565	0
1691	18126	0
1692	17461	0
1693	16966	0
1694	16725	0
1695	17630	0
1696	17297	0
1697	17666	0
1698	17801	0
1699	17645	0
1700	17170	0
1701	16725	0
1702	16889	0
1703	17030	0
1704	17090	0
1705	17622	0
1706	16691	0
1707	17258	0
1708	18050	0
1709	17771	0
1710	18254	0
1711	16329	0
1712	17499	0
1713	17451	0
1714	17570	0
1715	17914	0
1716	17334	0
1717	14621	0
1718	16829	0
1719	16416	0
1720	18251	0
1721	16725	0
1722	18729	0
1723	15688	0
1724	16762	0
1725	17598	0
1726	18606	0
1727	16773	0
1728	17273	0
1729	17057	0
1730	17396	0
1731	17974	0
1732	16725	0
1733	17337	0
1734	17258	0
1735	16926	0
1736	17534	0
1737	16299	0
1738	17342	0
1739	18014	0
1740	17630	0
1741	17397	0
1742	17337	0
1743	17451	0
1744	18378	0
1745	17226	0
1746	16474	0
1747	17430	0
1748	17706	0
1749	16728	0
1750	17706	0
1751	17838	0
1752	16013	0
1753	17174	0
1754	15781	0
1755	17835	0
1756	16733	0
1757	16378	0
1758	17977	0
1759	17171	0
1760	17226	0
1761	17570	0
1762	16409	0
1763	17426	0
1764	17273	0
1765	16337	0
1766	17027	0
1767	17426	0
1768	18006	0
1769	17337	0
1770	17674	0
1771	17027	0
1772	17681	0
1773	18179	0
1774	17003	0
1775	17590	0
1776	16725	0
1777	17337	0
1778	17777	0
1779	17714	0
1780	18745	0
1781	17091	0
1782	17578	0
1783	17258	0
1784	17427	0
1785	16728	0
1786	16020	0
1787	18006	0
1788	16889	0
1789	16013	0
1790	16763	0
1791	17226	0
1792	17000	0
1793	17229	0
1794	17234	0
1795	17129	0
1796	17370	0
1797	17342	0
1798	16169	0
1799	17261	0
1800	16865	0
1801	17629	0
1802	17801	0
1803	17302	0
1804	17129	0
1805	17129	0
1806	17395	0
1807	19158	0
1808	16725	0
1809	17061	0
1810	16893	0
1811	17674	0
1812	17989	0
1813	17132	0
1814	18275	0
1815	17666	0
1816	17834	0
1817	17598	0
1818	16724	0
1819	17753	0
1820	16766	0
1821	16854	0
1822	16458	0
1823	16323	0
1824	17507	0
1825	17843	0
1826	17293	0
1827	18014	0
1828	16605	0
1829	16344	0
1830	16733	0
1831	17226	0
1832	16513	0
1833	17137	0
1834	17216	0
1835	17630	0
1836	17129	0
1837	17282	0
1838	17573	0
1839	17099	0
1840	17758	0
1841	17027	0
1842	17850	0
1843	17460	0
1844	17630	0
1845	17217	0
1846	16492	0
1847	17226	0
1848	18006	0
1849	17546	0
1850	17334	0
1851	16725	0
1852	17115	0
1853	17915	0
1854	18090	0
1855	17004	0
1856	17630	0
1857	17961	0
1858	17153	0
1859	17427	0
1860	16550	0
1861	18675	0
1862	16635	0
1863	17099	0
1864	17198	0
1865	17804	0
1866	17129	0
1867	16808	0
1868	16725	0
1869	17197	0
1870	17371	0
1871	16733	0
