index	value	flag
1872	16929	0
1873	16169	0
1874	17266	0
1875	17065	0
1876	17432	0
1877	17137	0
1878	17630	0
1879	22210	0
1880	17666	0
1881	17065	0
1882	17051	0
1883	17578	0
1884	16898	0
1885	16601	0
1886	16974	0
1887	17843	0
1888	16805	0
1889	17630	0
1890	16838	0
1891	16725	0
1892	18259	0
1893	17461	0
1894	18594	0
1895	17578	0
1896	17843	0
1897	16353	0
1898	16934	0
1899	17010	0
1900	18275	0
1901	17654	0
1902	17358	0
1903	17027	0
1904	17229	0
1905	16561	0
1906	17261	0
1907	17393	0
1908	17171	0
1909	16166	0
1910	17261	0
1911	17405	0
1912	18539	0
1913	16893	0
1914	16728	0
1915	17293	0
1916	16329	0
1917	16890	0
1918	16994	0
1919	16329	0
1920	17234	0
1921	16733	0
1922	17371	0
1923	17137	0
1924	16645	0
1925	17065	0
1926	16649	0
1927	17809	0
1928	18042	0
1929	17598	0
1930	18914	0
1931	16617	0
1932	17630	0
1933	16363	0
1934	17706	0
1935	17838	0
1936	16401	0
1937	17371	0
1938	17714	0
1939	17834	0
1940	17541	0
1941	17629	0
1942	17137	0
1943	17400	0
1944	15692	0
1945	17234	0
1946	16371	0
1947	16763	0
1948	17570	0
1949	17714	0
1950	17342	0
1951	17060	0
1952	17225	0
1953	16409	0
1954	17257	0
1955	17057	0
1956	17057	0
1957	17337	0
1958	17427	0
1959	16763	0
1960	17809	0
1961	16893	0
1962	16728	0
1963	16690	0
1964	16502	0
1965	17706	0
1966	17293	0
1967	17025	0
1968	16534	0
1969	17638	0
1970	16400	0
1971	17654	0
1972	17358	0
1973	17027	0
1974	16577	0
1975	16813	0
1976	17174	0
1977	17241	0
1978	17630	0
1979	17709	0
1980	17257	0
1981	18275	0
1982	16149	0
1983	18050	0
1984	16158	0
1985	17258	0
1986	18251	0
1987	18562	0
1988	17461	0
1989	16134	0
1990	17633	0
1991	17633	0
1992	17427	0
1993	17969	0
1994	17430	0
1995	17544	0
1996	17638	0
1997	16941	0
1998	17027	0
1999	18014	0
2000	16926	0
2001	17427	0
2002	17961	0
2003	16493	0
2004	17430	0
2005	17266	0
2006	17173	0
2007	16778	0
2008	17198	0
2009	17226	0
2010	16661	0
2011	16494	0
2012	17666	0
2013	17666	0
2014	17035	0
2015	17057	0
2016	16830	0
2017	17397	0
2018	16733	0
2019	17396	0
2020	16449	0
2021	17939	0
2022	15810	0
2023	18275	0
2024	17093	0
2025	18770	0
2026	17594	0
2027	17709	0
2028	17229	0
2029	17273	0
2030	17587	0
2031	17666	0
2032	17056	0
2033	17229	0
2034	16890	0
2035	17745	0
2036	17982	0
2037	18021	0
2038	17434	0
2039	17397	0
2040	16725	0
2041	17585	0
2042	17302	0
2043	17358	0
2044	16450	0
2045	17371	0
2046	17464	0
2047	16169	0
2048	17106	0
2049	16979	0
2050	17835	0
2051	16603	0
2052	17421	0
2053	17334	0
2054	18603	0
2055	17282	0
2056	15941	0
2057	17834	0
2058	16526	0
2059	17337	0
2060	17226	0
2061	17745	0
2062	17595	0
2063	17498	0
2064	16725	0
2065	16401	0
2066	17834	0
2067	17426	0
2068	18085	0
2069	17072	0
2070	16174	0
2071	18221	0
2072	16934	0
2073	17397	0
2074	18363	0
2075	17234	0
2076	17753	0
2077	17177	0
2078	17834	0
2079	18005	0
2080	17427	0
2081	17726	0
2082	16084	0
2083	17435	0
2084	17638	0
2085	17297	0
2086	17057	0
2087	17374	0
2088	17461	0
2089	17544	0
2090	22698	0
2091	17198	0
2092	17633	0
2093	17669	0
2094	18021	0
2095	16494	0
2096	16529	0
2097	17430	0
2098	17570	0
2099	17137	0
2100	16664	0
2101	17630	0
2102	16696	0
2103	18187	0
2104	17266	0
2105	17601	0
2106	17337	0
2107	17334	0
2108	17258	0
2109	17774	0
2110	17510	0
2111	17507	0
2112	17035	0
2113	16451	0
2114	17001	0
2115	16724	0
2116	16529	0
2117	17982	0
2118	18771	0
2119	17016	0
2120	17146	0
2121	18187	0
2122	15810	0
2123	17870	0
2124	16974	0
2125	16635	0
2126	17057	0
2127	17009	0
2128	17369	0
2129	17225	0
2130	16929	0
2131	18042	0
2132	17834	0
2133	17601	0
2134	17358	0
2135	17171	0
2136	17638	0
2137	17250	0
2138	17427	0
2139	17337	0
2140	16715	0
2141	16733	0
2142	17843	0
2143	17397	0
2144	16020	0
2145	17630	0
2146	17342	0
2147	16725	0
2148	17025	0
2149	16926	0
2150	16979	0
2151	17229	0
2152	17601	0
2153	17258	0
2154	17838	0
2155	17229	0
2156	17349	0
2157	16771	0
2158	18069	0
2159	17989	0
2160	16858	0
2161	17499	0
2162	18182	0
2163	17397	0
2164	17412	0
2165	16586	0
2166	18150	0
2167	18296	0
2168	18041	0
2169	17334	0
2170	17010	0
2171	18045	0
2172	17056	0
2173	17630	0
2174	16401	0
2175	18179	0
2176	16605	0
2177	17333	0
2178	17030	0
2179	17057	0
2180	17721	0
2181	17586	0
2182	17750	0
2183	17226	0
2184	17294	0
2185	16328	0
2186	16851	0
2187	16925	0
2188	17674	0
2189	18678	0
2190	17042	0
2191	17370	0
2192	17106	0
2193	17774	0
2194	17534	0
2195	17666	0
2196	17541	0
2197	17397	0
2198	18082	0
2199	17507	0
2200	17930	0
2201	17666	0
2202	17027	0
2203	17498	0
2204	16934	0
2205	17334	0
2206	17396	0
2207	17502	0
2208	17294	0
2209	18555	0
2210	17065	0
2211	16134	0
2212	16830	0
2213	18050	0
2214	17065	0
2215	17382	0
2216	17010	0
2217	17132	0
2218	17334	0
2219	17241	0
2220	17129	0
2221	17645	0
2222	17570	0
2223	15846	0
2224	16926	0
2225	17915	0
2226	17464	0
2227	17334	0
2228	17570	0
2229	16725	0
2230	16416	0
2231	17834	0
2232	17057	0
2233	17405	0
2234	17835	0
2235	16934	0
2236	16762	0
2237	17598	0
2238	17405	0
2239	17397	0
2240	16898	0
2241	17379	0
2242	17864	0
2243	17462	0
2244	18514	0
2245	17499	0
2246	16728	0
2247	16771	0
2248	16898	0
2249	16941	0
2250	16469	0
2251	18050	0
2252	16763	0
2253	16669	0
2254	18073	0
2255	17666	0
2256	16114	0
2257	17838	0
2258	17035	0
2259	17229	0
2260	17144	0
2261	16329	0
2262	18254	0
2263	17502	0
2264	17027	0
2265	17010	0
2266	16934	0
2267	17030	0
2268	17915	0
2269	17137	0
2270	16771	0
2271	17206	0
2272	16725	0
2273	17665	0
2274	16725	0
2275	16830	0
2276	17132	0
2277	18773	0
2278	18846	0
2279	16288	0
2280	17258	0
2281	17601	0
2282	17201	0
2283	16307	0
2284	18085	0
2285	17234	0
2286	17226	0
2287	16529	0
2288	17226	0
2289	17081	0
2290	16562	0
2291	16442	0
2292	16526	0
2293	17630	0
2294	17462	0
2295	17060	0
2296	17397	0
2297	16725	0
2298	16890	0
2299	16494	0
2300	18741	0
2301	17182	0
2302	17226	0
2303	16889	0
2304	18152	0
2305	17666	0
2306	17334	0
2307	17435	0
2308	17574	0
2309	16541	0
2310	17129	0
2311	16914	0
2312	17923	0
2313	17057	0
2314	17145	0
2315	17056	0
2316	16442	0
2317	17760	0
2318	17460	0
2319	16595	0
2320	17834	0
2321	17976	0
2322	17257	0
2323	17333	0
2324	18194	0
2325	17342	0
2326	18009	0
2327	17018	0
2328	17674	0
2329	16728	0
2330	18683	0
2331	17499	0
2332	17334	0
2333	17451	0
2334	16725	0
2335	17523	0
2336	18724	0
2337	17744	0
2338	16866	0
2339	16905	0
2340	19286	0
2341	17225	0
2342	17633	0
2343	17461	0
2344	17241	0
2345	17870	0
2346	17598	0
2347	16401	0
2348	16929	0
2349	16787	0
2350	18081	0
2351	16525	0
2352	17266	0
2353	16926	0
2354	17758	0
2355	16541	0
2356	17421	0
2357	17597	0
2358	16893	0
2359	16398	0
2360	17334	0
2361	16728	0
2362	16273	0
2363	17569	0
2364	17750	0
2365	17427	0
2366	15377	0
2367	17057	0
2368	16646	0
2369	17406	0
2370	17250	0
2371	18595	0
2372	16926	0
2373	16890	0
2374	17091	0
2375	17835	0
2376	17092	0
2377	17397	0
2378	17633	0
2379	14766	0
2380	16363	0
2381	15941	0
2382	16090	0
2383	17645	0
2384	16529	0
2385	17137	0
2386	17549	0
2387	17630	0
2388	17266	0
2389	17961	0
2390	16833	0
2391	16890	0
2392	17294	0
2393	17030	0
2394	17701	0
2395	16401	0
2396	16661	0
2397	18082	0
2398	16934	0
2399	17099	0
2400	17174	0
2401	18422	0
2402	16858	0
2403	17128	0
2404	17638	0
2405	17622	0
2406	17669	0
2407	16789	0
2408	17587	0
2409	17835	0
2410	18009	0
2411	16763	0
2412	17297	0
2413	17498	0
2414	16838	0
2415	18502	0
2416	17873	0
2417	18187	0
2418	15749	0
2419	17666	0
2420	17258	0
2421	16202	0
2422	17570	0
2423	17507	0
2424	17989	0
2425	17349	0
2426	17396	0
2427	16898	0
2428	17638	0
2429	17774	0
2430	18470	0
2431	17598	0
2432	17630	0
2433	16728	0
2434	18009	0
2435	16526	0
2436	16401	0
2437	16725	0
2438	17434	0
2439	17881	0
2440	17426	0
2441	17129	0
2442	17342	0
2443	17974	0
2444	17334	0
2445	17630	0
2446	17091	0
2447	17690	0
2448	16190	0
2449	16833	0
2450	17182	0
2451	17666	0
2452	17964	0
2453	16724	0
2454	17499	0
2455	17057	0
2456	17056	0
2457	15923	0
2458	16898	0
2459	16202	0
2460	18006	0
2461	17774	0
2462	18721	0
2463	17998	0
2464	17282	0
2465	17025	0
2466	16728	0
2467	17257	0
2468	17065	0
2469	16602	0
2470	18386	0
2471	17065	0
2472	17261	0
2473	17395	0
2474	17337	0
2475	16565	0
2476	17835	0
2477	16595	0
2478	19165	0
2479	16337	0
2480	16691	0
2481	16733	0
2482	16725	0
2483	16979	0
2484	17915	0
2485	16166	0
2486	18081	0
2487	16363	0
2488	17333	0
2489	17258	0
2490	17427	0
2491	16725	0
2492	18130	0
2493	17013	0
2494	17770	0
2495	15971	0
2496	16562	0
2497	17057	0
2498	17057	0
2499	17010	0
2500	17062	0
2501	16442	0
2502	16898	0
2503	18081	0
2504	17629	0
2505	17835	0
2506	16502	0
2507	16890	0
2508	16299	0
2509	16733	0
2510	17633	0
2511	16610	0
2512	17666	0
2513	18179	0
2514	16771	0
2515	17435	0
2516	16760	0
2517	16861	0
2518	17258	0
2519	16929	0
2520	17129	0
2521	16329	0
2522	16893	0
2523	15941	0
2524	17843	0
2525	17261	0
2526	16890	0
2527	18006	0
2528	16529	0
2529	16602	0
2530	17057	0
2531	16497	0
2532	17099	0
2533	16497	0
2534	17035	0
2535	16898	0
2536	17226	0
2537	17342	0
2538	16914	0
2539	17091	0
2540	17386	0
2541	17035	0
2542	17129	0
2543	17027	0
2544	16725	0
2545	16979	0
2546	18042	0
2547	16830	0
2548	17294	0
2549	16565	0
2550	17809	0
2551	17273	0
2552	16965	0
2553	18724	0
2554	16725	0
2555	16669	0
2556	17490	0
2557	16605	0
2558	16893	0
2559	17630	0
2560	17057	0
2561	17128	0
2562	17091	0
2563	17397	0
2564	17425	0
2565	17930	0
2566	17226	0
2567	17179	0
2568	17010	0
2569	17451	0
2570	15689	0
2571	17027	0
2572	17056	0
2574	16728	0
2575	17057	0
2576	17498	0
2577	17499	0
2578	17128	0
2579	17426	0
2580	17060	0
2581	17705	0
2582	17451	0
2583	16724	0
2584	16570	0
2585	17177	0
2586	18251	0
2587	17229	0
2588	16941	0
2589	16830	0
2590	17573	0
2591	17198	0
2592	16725	0
2593	16562	0
2594	17226	0
2595	17770	0
2596	17613	0
2597	16251	0
2598	16715	0
2599	15979	0
2600	16929	0
2601	16534	0
2602	17838	0
2603	17342	0
2604	17630	0
2605	18005	0
2606	17337	0
2607	16202	0
2608	18005	0
2609	17293	0
2610	17042	0
2611	16169	0
2612	17386	0
2613	16829	0
2614	16661	0
2615	17499	0
2616	16786	0
2617	16808	0
2618	16509	0
2619	16534	0
2620	17042	0
2621	17369	0
2622	16706	0
2623	16669	0
2624	17587	0
2625	16329	0
2626	17435	0
2627	17266	0
2628	16725	0
2629	16966	0
2630	16838	0
2631	17570	0
2632	16570	0
2633	16497	0
2634	17873	0
2635	16725	0
2636	17358	0
2637	18182	0
2638	18603	0
2639	17337	0
2640	16813	0
2641	16898	0
2642	18446	0
2643	16725	0
2644	18125	0
2645	17630	0
2646	17371	0
2647	17602	0
2648	16974	0
2649	17226	0
2650	17234	0
2651	17872	0
2652	17838	0
2653	15923	0
2654	16332	0
2655	16733	0
2656	17229	0
2657	16643	0
2658	17294	0
2659	16929	0
2660	16931	0
2661	17234	0
2662	16763	0
2663	17333	0
2664	16364	0
2665	16565	0
2666	16694	0
2667	17427	0
2668	17870	0
2669	15778	0
2670	17843	0
2671	18385	0
2672	17460	0
2673	16733	0
2674	17709	0
2675	17838	0
2676	17758	0
2677	16134	0
2678	16329	0
2679	17834	0
2680	17091	0
2681	15625	0
2682	17171	0
2683	16893	0
2684	17144	0
2685	17774	0
2686	16104	0
2687	16890	0
2688	18050	0
2689	17749	0
2690	17396	0
2691	18182	0
2692	17302	0
2693	17144	0
2694	18006	0
2695	17630	0
2696	17035	0
2697	15944	0
2698	16570	0
2699	16829	0
2700	18397	0
2701	18259	0
2702	18598	0
2703	16740	0
2704	16838	0
2705	17099	0
2706	16329	0
2707	18014	0
2708	17836	0
2709	16893	0
2710	17060	0
2711	17226	0
2712	17514	0
2713	18042	0
2714	17334	0
2715	17427	0
2716	17065	0
2717	17132	0
2718	16725	0
2719	17234	0
2720	16728	0
2721	16866	0
2722	16353	0
2723	17129	0
2724	18221	0
2725	16329	0
2726	17342	0
2727	16854	0
2728	17771	0
2729	17144	0
2730	17302	0
2731	17923	0
2732	17030	0
2733	17226	0
2734	17057	0
2735	17057	0
2736	16728	0
2737	16733	0
2738	16778	0
2739	16830	0
2740	17744	0
2741	16861	0
2742	15944	0
2743	16490	0
2744	17129	0
2745	18326	0
2746	17333	0
2747	17197	0
2748	16725	0
2749	16490	0
2750	17694	0
2751	17333	0
2752	15941	0
2753	17405	0
2754	17998	0
2755	17337	0
2756	17498	0
2757	16725	0
2758	16371	0
2759	17541	0
2760	16526	0
2761	16337	0
2762	17137	0
2763	17638	0
2764	17681	0
2765	17750	0
2766	17779	0
2767	17873	0
2768	17099	0
2769	17502	0
2770	16990	0
2771	16861	0
2772	17171	0
2773	16740	0
2774	17549	0
2775	17302	0
2776	16493	0
2777	16366	0
2778	17132	0
2779	16526	0
2780	16601	0
2781	16926	0
2782	17570	0
2783	17226	0
2784	17541	0
2785	17757	0
2786	17057	0
2787	17674	0
2788	16602	0
2789	16725	0
2790	16328	0
2791	17010	0
2792	17294	0
2793	17094	0
2794	17835	0
2795	17669	0
2796	17009	0
2797	17757	0
2798	16602	0
2799	17358	0
2800	18354	0
2801	16890	0
2802	17216	0
2803	18157	0
2804	17638	0
2805	17578	0
2806	16725	0
2807	18014	0
2808	18014	0
2809	16134	0
2810	17816	0
2811	16830	0
2812	17057	0
2813	16602	0
2814	16890	0
2815	17426	0
2816	17629	0
2817	16534	0
2818	16337	0
2819	17597	0
2820	16889	0
2821	16570	0
2822	17460	0
2823	17507	0
2824	18006	0
2825	17358	0
2826	16740	0
2827	16728	0
2828	17598	0
2829	17669	0
2830	16404	0
2831	16715	0
2832	16733	0
2833	17229	0
2834	17748	0
2835	17209	0
2836	18214	0
2837	17690	0
2838	17690	0
2839	16562	0
2840	17544	0
2841	17352	0
2842	16898	0
2843	17057	0
2844	17426	0
2845	15971	0
2846	18042	0
2847	17058	0
2848	16660	0
2849	16595	0
2850	18465	0
2851	17430	0
2852	16833	0
2853	17173	0
2854	17666	0
2855	16749	0
2856	17630	0
2857	15890	0
2858	17302	0
2859	17225	0
2860	17334	0
2861	17337	0
2862	17198	0
2863	17342	0
2864	16474	0
2865	17528	0
2866	17258	0
2867	17171	0
2868	16725	0
2869	17753	0
2870	16202	0
2871	17989	0
2872	17974	0
2873	17250	0
2874	17132	0
2875	17974	0
2876	16082	0
2877	17092	0
2878	17629	0
2879	17060	0
2880	17427	0
2881	16602	0
2882	16925	0
2883	15861	0
2884	17771	0
2885	17337	0
2886	17460	0
2887	16969	0
2888	17753	0
2889	17091	0
2890	17888	0
2891	17195	0
2892	16525	0
2893	17445	0
2894	17835	0
2895	17595	0
2896	16898	0
2897	17427	0
2898	17923	0
2899	16691	0
2900	16890	0
2901	18082	0
2902	18014	0
2903	17027	0
2904	17669	0
2905	18293	0
2906	17587	0
2907	18178	0
2908	16725	0
2909	16725	0
2910	17541	0
2911	18041	0
2912	17843	0
2913	17654	0
2914	17329	0
2915	17405	0
2916	17843	0
2917	17226	0
2918	17585	0
2919	17570	0
2920	16926	0
2921	17400	0
2922	16565	0
2923	16813	0
2924	16353	0
2925	18738	0
2926	17294	0
2927	17507	0
2928	17170	0
2929	16174	0
2930	17057	0
2931	17597	0
2932	17294	0
2933	17795	0
2934	17461	0
2935	16725	0
2936	17334	0
2937	18259	0
2938	17461	0
2939	17638	0
2940	17035	0
2941	17234	0
2942	16638	0
2943	16494	0
2944	17128	0
2945	18194	0
2946	17171	0
2947	16526	0
2948	16337	0
2949	18041	0
2950	16497	0
2951	17092	0
2952	16890	0
2953	18177	0
2954	17065	0
2955	17834	0
2956	17405	0
2957	17065	0
2958	16725	0
2959	17669	0
2960	16926	0
2961	18050	0
2962	18187	0
2963	17258	0
2964	16371	0
2965	18254	0
2966	17514	0
2967	18123	0
2968	16926	0
2969	16422	0
2970	16926	0
2971	16830	0
2972	17430	0
2973	17060	0
2974	17758	0
2975	18266	0
2976	16166	0
2977	17461	0
2978	18082	0
2979	17873	0
2980	17922	0
2981	17164	0
2982	17294	0
2983	16669	0
2984	17450	0
2985	16337	0
2986	17499	0
2987	17030	0
2988	16562	0
2989	17334	0
2990	16404	0
2991	17234	0
2992	18178	0
2993	16134	0
2994	17091	0
2995	17013	0
2996	16771	0
2997	17843	0
2998	17397	0
2999	18006	0
3000	17234	0
3001	17838	0
3002	17426	0
3003	16926	0
3004	17432	0
3005	17056	0
3006	16202	0
3007	16794	0
3008	17549	0
3009	18149	0
3010	17476	0
3011	17386	0
3012	17302	0
3013	17426	0
3014	17435	0
3015	17234	0
3016	16550	0
3017	15886	0
3018	16534	0
3019	17499	0
3020	17042	0
3021	18254	0
3022	16570	0
3023	17226	0
3024	16298	0
3025	15965	0
3026	17496	0
3027	17872	0
3028	17293	0
3029	17499	0
3030	17427	0
3031	16725	0
3032	19131	0
3033	18187	0
3034	18126	0
3035	17186	0
3036	16861	0
3037	17633	0
3038	17969	0
3039	17060	0
3040	16830	0
3041	18251	0
3042	18893	0
3043	16725	0
3044	17091	0
3045	16725	0
3046	17652	0
3047	17674	0
3048	16691	0
3049	17598	0
3050	17132	0
3051	17349	0
3052	17753	0
3053	18117	0
3054	17961	0
3055	16830	0
3056	17630	0
3057	16749	0
3058	17915	0
3059	17843	0
3060	17499	0
3061	17779	0
3062	16541	0
3063	16494	0
3064	16699	0
3065	17690	0
3066	17120	0
3067	18259	0
3068	16404	0
3069	16401	0
3070	17427	0
3071	17507	0
3072	16602	0
3073	18347	0
3074	17258	0
3075	17779	0
3076	17749	0
3077	16857	0
3078	18213	0
3079	16725	0
3080	16214	0
3081	17460	0
3082	17273	0
3083	16733	0
3084	17000	0
3085	17258	0
3086	16699	0
3087	17099	0
3088	15923	0
3089	17442	0
3090	17507	0
3091	16898	0
3092	16664	0
3093	17027	0
3094	17525	0
3095	17666	0
3096	16329	0
3097	17834	0
3098	17226	0
3099	17334	0
3100	16550	0
3101	18603	0
3102	16691	0
3103	18216	0
3104	17835	0
3105	17226	0
3106	17378	0
3107	18216	0
3108	17850	0
3109	17570	0
3110	17337	0
3111	19157	0
3112	17921	0
3113	17800	0
3114	17859	0
3115	16366	0
3116	17666	0
3117	17771	0
3118	16643	0
3119	18425	0
3120	17099	0
3121	17128	0
3122	18009	0
3123	17630	0
3124	16661	0
3125	17045	0
3126	16926	0
3127	16669	0
3128	17606	0
3129	16638	0
3130	17334	0
3131	16725	0
3132	17507	0
3133	17750	0
3134	17835	0
3135	17377	0
3136	17171	0
3137	17714	0
3138	17342	0
3139	17800	0
3140	17549	0
3141	17297	0
3142	16661	0
3143	17870	0
3144	15301	0
3145	16344	0
3146	17451	0
3147	18250	0
3148	16332	0
3149	17171	0
3150	18221	0
3151	17027	0
3152	17982	0
3153	17329	0
3154	17666	0
3155	17451	0
3156	16494	0
3157	17843	0
3158	17426	0
3159	16266	0
3160	16890	0
3161	17502	0
3162	17349	0
3163	17225	0
3164	18057	0
3165	16725	0
3166	16329	0
3167	17094	0
3168	16893	0
3169	16565	0
3170	17229	0
3171	16534	0
3172	17342	0
3173	16725	0
3174	17261	0
3175	16725	0
3176	18045	0
3177	18066	0
3178	16866	0
3179	16898	0
3180	17774	0
3181	17595	0
3182	17630	0
3183	17057	0
3184	16728	0
3185	17226	0
3186	16534	0
3187	17426	0
3188	17747	0
3189	16661	0
3190	17105	0
3191	18329	0
3192	17606	0
3193	17774	0
3194	16941	0
3195	17010	0
3196	18947	0
3197	17266	0
3198	18106	0
3199	16329	0
3200	17541	0
3201	17835	0
3202	16749	0
3203	17915	0
3204	17153	0
3205	16654	0
3206	17669	0
3207	17638	0
3208	16469	0
3209	17234	0
3210	17705	0
3211	17666	0
3212	16914	0
3213	17918	0
3214	17035	0
3215	16363	0
3216	16570	0
3217	17027	0
3218	16890	0
3219	17342	0
3220	16201	0
3221	16635	0
3222	17469	0
3223	18085	0
3224	17666	0
3225	18006	0
3226	17915	0
3227	17358	0
3228	17386	0
3229	18259	0
3230	17595	0
3231	17645	0
3232	17081	0
3233	16926	0
3234	17030	0
3235	17835	0
3236	16526	0
3237	16725	0
3238	17062	0
3239	17786	0
3240	17954	0
3241	17441	0
3242	17598	0
3243	17843	0
3244	17750	0
3245	17066	0
3246	17630	0
3247	16409	0
3248	16691	0
3249	17430	0
3250	17461	0
3251	17174	0
3252	17042	0
3253	17397	0
3254	16565	0
3255	17750	0
3256	16733	0
3257	16914	0
3258	17674	0
3259	16524	0
3260	16974	0
3261	17469	0
3262	17342	0
3263	17334	0
3264	16649	0
3265	17091	0
3266	16529	0
3267	16725	0
3268	16529	0
3269	17412	0
3270	17132	0
3271	17801	0
3272	17960	0
3273	17490	0
3274	18042	0
3275	18342	0
3276	17397	0
3277	17027	0
3278	17690	0
3279	16724	0
3280	17502	0
3281	13125	0
3282	17170	0
3283	17018	0
3284	16595	0
3285	17379	0
3286	16926	0
3287	19502	0
3288	17342	0
3289	17872	0
3290	17234	0
3291	16830	0
3292	17690	0
3293	17091	0
3294	17578	0
3295	17137	0
3296	17250	0
3297	17843	0
3298	16830	0
3299	15714	0
3300	17850	0
3301	16529	0
3302	16725	0
3303	17258	0
3304	17027	0
3305	17629	0
3306	16893	0
3307	17057	0
3308	17499	0
3309	18021	0
3310	16873	0
3311	17225	0
3312	16489	0
3313	17302	0
3314	17090	0
3315	18477	0
3316	17804	0
3317	17334	0
3318	18385	0
3319	16820	0
3320	17129	0
3321	18251	0
3322	17460	0
3323	17630	0
3324	16353	0
3325	16329	0
3326	18254	0
3327	17705	0
3328	17026	0
3329	17974	0
3330	19193	0
3331	17881	0
3332	17009	0
3333	17779	0
3334	17758	0
3335	17859	0
3336	17349	0
3337	17430	0
3338	17201	0
3339	17358	0
3340	15774	0
3341	16561	0
3342	17570	0
3343	17499	0
3344	17009	0
3345	17630	0
3346	17565	0
3347	17226	0
3348	17507	0
3349	17598	0
3350	17514	0
3351	17461	0
3352	17801	0
3353	16562	0
3354	16926	0
3355	17137	0
3356	17876	0
3357	17499	0
3358	16728	0
3359	17597	0
3360	17358	0
3361	17426	0
3362	16829	0
3363	17771	0
3364	17225	0
3365	17706	0
3366	17774	0
3367	17056	0
3368	16858	0
3369	16526	0
3370	16307	0
3371	17257	0
3372	18042	0
3373	16725	0
3374	17099	0
3375	16725	0
3376	17464	0
3377	18042	0
3378	17333	0
3379	18194	0
3380	17430	0
3381	17460	0
3382	17923	0
3383	16725	0
3384	17816	0
3385	15008	0
3386	17750	0
3387	17217	0
3388	17179	0
3389	17461	0
3390	17666	0
3391	17638	0
3392	16409	0
3393	16363	0
3394	17129	0
3395	16858	0
3396	16661	0
3397	17381	0
3398	17090	0
3399	17126	0
3400	17065	0
3401	18050	0
3402	17573	0
3403	17427	0
3404	17622	0
3405	17949	0
3406	17057	0
3407	16830	0
3408	17349	0
3409	15949	0
3410	17835	0
3411	15846	0
3412	17225	0
3413	17666	0
3414	16337	0
3415	17174	0
3416	16190	0
3417	16830	0
3418	17461	0
3419	17669	0
3420	17630	0
3421	16298	0
3422	17026	0
3423	17499	0
3424	16443	0
3425	17234	0
3426	16005	0
3427	17229	0
3428	17369	0
3429	16329	0
3430	17334	0
3431	17294	0
3432	16725	0
3433	17838	0
3434	17226	0
3435	17010	0
3436	15617	0
3437	17499	0
3438	17426	0
3439	18603	0
3440	17873	0
3441	17923	0
3442	16833	0
3443	17835	0
3444	17057	0
3445	16833	0
3446	16961	0
3447	16450	0
3448	16617	0
3449	17744	0
3450	16898	0
3451	16725	0
3452	17705	0
3453	17476	0
3454	17421	0
3455	16669	0
3456	17225	0
3457	16725	0
3458	16699	0
3459	16829	0
3460	16740	0
3461	17358	0
3462	18042	0
3463	16893	0
3464	14936	0
3465	17129	0
3466	17129	0
3467	16690	0
3468	16950	0
3469	16481	0
3470	18014	0
3471	15578	0
3472	16529	0
3473	17129	0
3474	16969	0
3475	16851	0
3476	16329	0
3477	16166	0
3478	17464	0
3479	17229	0
3480	16494	0
3481	16289	0
3482	17137	0
3483	17334	0
3484	16893	0
3485	18182	0
3486	17009	0
3487	17499	0
3488	17883	0
3489	16409	0
3490	17835	0
3491	17302	0
3492	16142	0
3493	17843	0
3494	16858	0
3495	17369	0
3496	17371	0
3497	16404	0
3498	17435	0
3499	17129	0
3500	18326	0
3501	17179	0
3502	17690	0
3503	17633	0
3504	16890	0
3505	17342	0
3506	17226	0
3507	17633	0
3508	16926	0
3509	17565	0
3510	17192	0
3511	17171	0
3512	17974	0
3513	17027	0
3514	17427	0
3515	17174	0
3516	16245	0
3517	17234	0
3518	17835	0
3519	17835	0
3520	17057	0
3521	18014	0
3522	18417	0
3523	17809	0
3524	17569	0
3525	16469	0
3526	16763	0
3527	17426	0
3528	16926	0
3529	16890	0
3530	17630	0
3531	17843	0
3532	16134	0
3533	17569	0
3534	17342	0
3535	17342	0
3536	16893	0
3537	17534	0
3538	17499	0
3539	17786	0
3540	18182	0
3541	18394	0
3542	18213	0
3543	16529	0
3544	16859	0
3545	17630	0
3546	18054	0
3547	17334	0
3548	17226	0
3549	18595	0
3550	17234	0
3551	17129	0
3552	17922	0
3553	16329	0
3554	16830	0
3555	16242	0
3556	16830	0
3557	18057	0
3558	17442	0
3559	17406	0
3560	17974	0
3561	16830	0
3562	17057	0
3563	16898	0
3564	17674	0
3565	17405	0
3566	18009	0
3567	17597	0
3568	16965	0
3569	17132	0
3570	16254	0
3571	16981	0
3572	17090	0
3573	18097	0
3574	17337	0
3575	17549	0
3576	16725	0
3577	17918	0
3578	17027	0
3579	17333	0
3580	17665	0
3581	16401	0
3582	16725	0
3583	17397	0
3584	18005	0
3585	17027	0
3586	17274	0
3587	16926	0
3588	17750	0
3589	16858	0
3590	17507	0
3591	17294	0
3592	16529	0
3593	16740	0
3594	17461	0
3595	17129	0
3596	17834	0
3597	17056	0
3598	18021	0
3599	16501	0
3600	16241	0
3601	17923	0
3602	17888	0
3603	17570	0
3604	17774	0
3605	16562	0
3606	17597	0
3607	17342	0
3608	16728	0
3609	17606	0
3610	17630	0
3611	17400	0
3612	17541	0
3613	16725	0
3614	17198	0
3615	16733	0
3616	17412	0
3617	16299	0
3618	17507	0
3619	16725	0
3620	17666	0
3621	17091	0
