index	value
842	14777
843	14771
844	15014
845	14997
846	14754
847	14754
848	14730
849	14730
850	14730
851	14721
852	14964
853	14738
854	14981
855	14981
856	14981
857	14990
858	15009
859	14747
860	14738
861	14721
862	14714
863	14714
864	14714
865	14714
866	14957
867	15202
868	15218
869	15218
870	15465
871	15218
872	15218
873	15218
874	15218
875	14990
876	14777
877	14766
878	14766
879	14766
880	14766
881	14525
882	14525
883	14747
884	14738
885	14730
886	14973
887	14964
888	14964
889	15194
890	14964
891	14721
892	14721
893	14738
894	14766
895	14525
896	14286
897	14286
898	14525
899	14766
900	14766
901	14730
902	14730
903	14973
904	14942
905	14964
906	14957
907	15202
908	14957
909	15187
910	15187
911	14964
912	15218
913	15441
914	15428
915	15181
916	15428
917	15209
918	15209
919	15187
920	14957
921	14964
922	14747
923	14747
924	14747
925	14730
926	14747
927	14747
928	14730
929	14730
930	14990
931	14973
932	14973
933	14990
934	14990
935	14981
936	14993
937	15219
938	14969
939	14731
940	14731
941	14714
942	14738
943	14738
944	14738
945	14747
946	14990
947	14964
948	15218
949	15235
950	15209
951	15218
952	15218
953	15226
954	14747
955	14747
956	14766
957	14766
958	14525
959	14536
960	14525
961	14517
962	14730
963	14747
964	14747
965	14747
966	14747
967	14738
968	14738
969	14738
970	14766
971	14766
972	14738
973	14738
974	14747
975	14747
976	14747
977	14747
978	14747
979	14721
980	14973
981	15218
982	14973
983	15000
984	15009
985	14766
986	14766
987	14766
988	14757
989	14757
990	14766
991	14766
992	14757
993	14766
994	15009
995	15009
996	15009
997	14747
998	14747
999	14747
1000	14990
1001	14973
1002	14973
1003	14973
1004	14973
1005	14990
1006	14973
1007	14990
1008	14964
1009	14981
1010	14738
1011	14757
1012	14747
1013	15000
1014	14993
1015	14993
1016	14738
1017	14721
1018	14738
1019	14497
1020	14738
1021	14497
1022	14480
1023	14480
1024	14480
1025	14738
1026	14738
1027	14981
1028	14757
1029	14757
1030	14757
1031	14757
1032	14738
1033	14747
1034	14721
1035	14747
1036	14747
1037	14730
1038	14747
1039	14747
1040	14747
1041	14738
1042	14757
1043	14981
1044	14964
1045	14738
1046	14747
1047	14730
1048	14730
1049	14730
1050	14730
1051	14730
1052	14730
1053	14747
1054	14730
1055	14757
1056	14757
1057	14750
1058	15000
1059	14981
1060	15209
1061	15197
1062	14993
1063	14974
1064	14969
1065	14726
1066	14745
1067	14745
1068	14726
1069	14731
1070	14714
1071	14738
1072	14957
1073	14964
1074	14964
1075	14721
1076	14750
1077	14731
1078	14757
1079	14747
1080	14525
1081	14525
1082	14525
1083	14525
1084	14766
1085	14506
1086	14747
1087	14738
1088	14738
1089	14738
1090	14721
1091	14714
1092	14714
1093	14957
1094	14714
1095	14964
1096	15209
1097	14964
1098	15209
1099	15194
1100	15194
1101	14964
1102	14981
1103	14957
1104	14974
1105	14957
1106	14974
1107	14981
1108	14964
1109	14981
1110	14973
1111	14730
1112	14730
1113	14990
1114	14766
1115	14787
1116	14787
1117	15009
1118	15000
1119	15030
1120	15009
1121	15009
1122	14990
1123	14957
1124	14974
1125	14731
1126	15009
1127	14747
1128	14747
1129	14747
1130	14747
1131	14747
1132	14747
1133	14730
1134	14730
1135	14730
1136	14730
1137	14730
1138	14730
1139	14730
1140	14715
1141	14730
1142	14730
1143	14730
1144	14721
1145	14721
1146	14721
1147	14738
1148	14738
1149	14714
1150	14714
1151	14990
1152	14990
1153	14981
1154	14738
1155	15209
1156	15000
1157	15000
1158	15009
1159	14750
1160	14731
1161	14745
1162	14750
1163	14750
1164	14745
1165	14750
1166	14745
1167	14757
1168	15000
1169	14766
1170	14747
1171	14747
1172	14721
1173	14747
1174	14730
1175	14747
1176	14747
1177	14730
1178	14990
1179	14747
1180	14973
1181	14973
1182	14973
1183	14964
1184	14721
1185	14981
1186	14981
1187	15245
1188	15226
1189	15000
1190	15000
1191	15226
1192	15226
1193	15000
1194	15254
1195	15030
1196	14810
1197	14766
1198	14787
1199	14810
1200	14569
1201	14766
1202	14766
1203	14506
1204	14506
1205	14747
1206	14489
1207	14489
1208	14730
1209	14738
1210	14721
1211	14721
1212	14738
1213	14721
1214	14974
1215	14981
1216	15226
1217	15226
1218	15473
1219	15492
1220	15473
1221	15449
1222	14974
1223	15209
1224	14757
1225	14738
1226	14747
1227	14758
1228	14517
1229	14517
1230	14790
1231	14754
1232	14730
1233	14738
1234	14974
1235	14981
1236	15000
1237	14993
1238	15000
1239	15014
1240	15037
1241	14766
1242	14766
1243	14766
1244	14988
1245	14993
1246	15245
1247	15235
1248	15235
1249	15235
1250	15235
1251	15235
1252	15020
1253	14777
1254	14766
1255	14766
1256	14766
1257	15009
1258	15009
1259	15009
1260	14747
1261	15000
1262	14974
1263	15226
1264	15235
1265	14766
1266	15009
1267	14747
1268	14990
1269	15001
1270	15033
1271	15014
1272	15242
1273	15461
1274	15203
1275	15437
1276	15450
1277	15203
1278	15203
1279	15194
1280	14964
1281	14738
1282	14990
1283	14766
1284	14747
1285	14747
1286	14730
1287	14730
1288	14973
1289	14964
1290	14731
1291	14731
1292	14750
1293	14726
1294	14726
1295	14745
1296	14745
1297	14750
1298	14750
1299	14757
1300	14757
1301	14757
1302	14757
1303	14757
1304	14516
1305	14509
1306	14731
1307	14731
1308	14714
1309	14731
1310	14974
1311	14964
1312	15456
1313	15456
1314	15209
1315	15209
1316	15194
1317	14949
1318	14957
1319	14974
1320	14731
1321	14714
1322	14714
1323	14738
1324	14480
1325	14497
1326	14714
1327	14480
1328	14234
1329	14473
1330	14721
1331	14730
1332	14721
1333	14721
1334	14721
1335	14730
1336	14973
1337	14981
1338	15000
1339	14750
1340	14750
1341	14750
1342	14757
1343	14974
1344	14757
1345	14738
1346	14730
1347	14990
1348	15009
1349	15235
1350	15009
1351	15009
1352	15009
1353	15235
1354	14974
1355	15202
1356	14957
1357	14957
1358	14952
1359	14957
1360	14957
1361	14957
1362	14721
1363	14747
1364	14757
1365	14738
1366	14990
1367	15009
1368	14766
1369	14766
1370	14766
1371	14766
1372	15009
1373	14787
1374	14798
1375	14766
1376	14766
1377	14766
1378	14766
1379	14766
1380	14766
1381	14766
1382	14757
1383	14757
1384	14778
1385	14750
1386	14750
1387	14993
1388	14988
1389	14988
1390	14745
1391	14750
1392	14766
1393	15009
1394	15021
1395	14787
1396	14787
1397	14787
1398	14757
1399	14757
1400	14738
1401	14730
1402	14480
1403	14480
1404	14480
1405	14721
1406	14721
1407	14730
1408	14730
1409	14747
1410	14738
1411	14981
1412	14964
1413	14973
1414	14730
1415	14721
1416	14714
1417	14714
1418	14721
1419	14731
1420	14750
1421	14750
1422	14750
1423	14771
1424	14778
1425	14778
1426	14778
1427	14757
1428	14766
1429	15009
1430	15226
1431	14981
1432	14981
1433	14747
1434	14990
1435	14738
1436	14738
1437	14757
1438	14757
1439	14506
1440	14757
1441	14497
1442	14258
1443	14258
1444	14258
1445	14258
1446	14258
1447	14516
1448	14738
1449	14747
1450	14738
1451	14731
1452	14974
1453	14974
1454	14957
1455	14714
1456	14714
1457	14714
1458	14964
1459	14973
1460	15203
1461	15203
1462	15229
1463	15229
1464	15229
1465	14990
1466	15009
1467	14766
1468	14766
1469	14766
1470	14766
1471	14766
1472	14747
1473	14973
1474	14973
1475	15209
1476	14964
1477	14964
1478	14964
1479	15202
1480	14957
1481	14964
1482	15209
1483	15238
1484	15245
1485	15238
1486	14993
1487	15021
1488	15000
1489	15254
1490	15009
1491	14747
1492	14741
1493	14741
1494	14754
1495	14741
1496	14741
1497	14730
1498	14758
1499	14747
1500	14990
1501	15235
1502	15009
1503	15020
1504	15020
1505	15041
1506	15033
1507	14777
1508	15020
1509	14766
1510	14747
1511	14747
1512	14738
1513	14738
1514	14721
1515	14730
1516	14721
1517	14766
1518	14747
1519	14738
1520	14738
1521	14738
1522	14757
1523	14757
1524	14757
1525	14738
1526	14981
1527	15209
1528	15209
1529	14964
1530	14957
1531	14957
1532	14964
1533	14721
1534	14721
1535	14738
1536	14747
1537	14730
1538	14747
1539	14747
1540	14757
1541	14757
1542	14766
1543	14766
1544	14766
1545	14766
1546	14766
1547	14766
1548	14766
1549	15009
1550	15245
1551	15219
1552	15202
1553	15202
1554	15197
1555	15444
1556	15197
1557	15214
1558	15219
1559	15219
1560	15000
1561	15000
1562	15000
1563	15000
1564	15000
1565	14981
1566	14981
1567	15009
1568	15465
1569	15465
1570	15449
1571	15473
1572	15456
1573	15456
1574	15218
1575	15209
1576	14981
1577	14721
1578	14730
1579	14730
1580	14747
1581	14747
1582	14747
1583	14747
1584	14738
1585	14981
1586	15226
1587	15245
1588	15219
1589	14993
1590	14745
1591	14745
1592	14750
1593	14750
1594	14750
1595	14988
1596	14993
1597	15226
1598	15226
1599	15226
1600	15501
1601	15482
1602	15501
1603	15254
1604	15009
1605	15009
1606	14747
1607	14721
1608	14714
1609	14473
1610	14468
1611	14473
1612	14714
1613	14468
1614	14473
1615	14480
1616	14721
1617	14721
1618	14721
1619	14964
1620	14721
1621	14964
1622	15209
1623	15209
1624	15209
1625	14981
1626	15009
1627	14766
1628	15009
1629	15009
1630	14757
1631	14738
1632	14738
1633	14730
1634	14747
1635	14747
1636	14747
1637	15001
1638	14758
1639	14758
1640	14741
1641	14741
1642	14741
1643	14730
1644	14730
1645	14730
1646	14730
1647	14964
1648	14964
1649	14981
1650	15226
1651	15238
1652	15245
1653	15245
1654	15245
1655	15254
1656	15000
1657	15226
1658	15009
1659	15235
1660	15000
1661	15226
1662	15209
1663	15456
1664	15209
1665	15235
1666	14981
1667	15000
1668	14747
1669	14766
1670	14766
1671	14525
1672	14766
1673	14766
1674	14747
1675	14747
1676	14721
1677	14714
1678	14721
1679	14721
1680	14730
1681	14730
1682	14730
1683	14730
1684	14747
1685	14990
1686	14747
1687	14730
1688	14730
1689	14730
1690	14730
1691	14730
1692	14730
1693	14721
1694	14730
1695	14730
1696	14747
1697	14747
1698	14766
1699	14766
1700	14747
1701	14747
1702	14747
1703	14738
1704	14721
1705	14721
1706	14721
1707	14714
1708	14721
1709	14721
1710	14949
1711	14981
1712	14721
1713	14738
1714	14981
1715	14731
1716	14757
1717	14750
1718	14745
1719	14731
1720	14974
1721	14969
1722	14731
1723	14981
1724	14964
1725	14957
1726	14964
1727	14964
1728	14730
1729	14730
1730	14747
1731	14730
1732	14730
1733	14973
1734	14964
1735	14973
1736	14973
1737	14973
1738	14973
1739	14730
1740	14730
1741	14721
1742	14730
1743	14730
1744	14730
1745	14730
1746	14715
1747	14949
1748	15190
1749	14958
1750	14973
1751	14715
1752	14721
1753	14730
1754	14730
1755	14506
1756	14286
1757	14525
1758	14250
1759	14267
1760	14500
1761	14730
1762	14489
1763	14474
1764	14702
1765	14702
1766	14715
1767	14715
1768	14715
1769	14715
1770	14721
1771	14964
1772	14721
1773	14981
1774	14981
1775	15000
1776	14757
1777	14757
1778	14757
1779	14757
1780	14747
1781	14981
1782	14738
1783	14738
1784	14738
1785	14757
1786	14747
1787	14747
1788	14525
1789	14747
1790	14766
1791	14747
1792	14747
1793	14747
1794	14747
1795	14990
1796	14973
1797	14973
1798	14990
1799	15001
1800	15009
1801	15009
1802	15009
1803	14787
1804	14766
1805	14766
1806	14766
1807	15009
1808	14990
1809	14981
1810	14990
1811	14981
1812	15209
1813	14981
1814	14990
1815	14964
1816	14738
1817	14981
1818	14981
1819	15009
1820	15009
1821	15009
1822	15245
1823	14993
1824	15245
1825	15009
1826	15000
1827	15009
1828	15000
1829	14766
1830	14766
1831	14747
1832	14766
1833	14747
1834	14766
1835	14766
1836	14766
1837	14747
1838	14747
1839	14766
1840	14747
1841	14497
1842	14497
1843	14497
1844	14497
1845	14258
1846	14258
1847	14251
1848	14490
1849	14509
1850	14509
1851	14757
1852	14757
1853	14757
1854	14757
1855	15009
1856	15235
1857	15218
1858	15209
1859	15209
1860	15456
1861	15218
1862	15209
1863	14981
1864	15226
1865	15000
1866	15021
1867	14750
1868	14750
1869	14988
1870	14988
1871	14750
1872	14757
1873	14757
1874	14757
1875	14757
1876	14537
1877	14509
1878	14778
1879	14757
1880	14750
1881	14757
1882	14731
1883	14757
1884	14738
1885	14738
1886	14730
1887	14973
1888	15218
1889	15209
1890	14981
1891	15456
1892	15441
1893	15441
1894	15181
1895	15456
1896	15209
1897	14990
1898	14990
1899	14747
1900	14766
1901	14525
1902	14286
1903	14267
1904	14506
1905	14489
1906	14715
1907	14489
1908	14489
1909	14721
1910	14964
1911	14964
1912	14964
1913	14964
1914	14964
1915	14981
1916	14964
1917	14973
1918	14757
1919	14738
1920	14738
1921	14981
1922	14757
1923	14738
1924	15000
1925	14750
1926	14964
1927	14981
1928	14747
1929	14738
1930	14731
1931	14731
1932	14738
1933	14738
1934	14757
1935	14516
1936	14757
1937	14757
1938	14766
1939	15009
1940	15000
1941	15209
1942	15226
1943	15219
1944	15202
1945	15209
1946	15209
1947	14964
1948	15000
1949	14990
1950	14766
1951	14766
1952	14766
1953	15009
1954	14766
1955	14758
1956	15020
1957	15009
1958	15254
1959	15235
1960	15235
1961	15465
1962	15209
1963	15209
1964	15209
1965	15218
1966	14738
1967	15009
1968	14766
1969	14757
1970	14757
1971	14757
1972	14757
1973	14731
1974	14721
1975	14942
1976	14699
1977	14721
1978	14721
1979	14721
1980	14730
1981	14730
1982	14747
1983	14506
1984	14506
1985	14506
1986	14747
1987	14730
1988	14747
1989	14766
1990	14747
1991	14747
1992	14990
1993	14766
1994	14747
1995	14721
1996	14964
1997	14964
1998	14973
1999	14973
2000	14964
2001	15218
2002	15209
2003	14990
2004	14973
2005	15218
2006	14964
2007	14964
2008	14973
2009	14964
2010	14990
2011	14973
2012	14730
2013	14730
2014	14730
2015	14715
2016	14715
2017	14693
2018	14686
2019	14693
2020	14706
2021	14706
2022	14714
2023	15209
2024	15202
2025	14981
2026	14990
2027	14981
2028	14964
2029	14964
2030	14721
2031	14721
2032	14964
2033	14721
2034	14721
2035	14721
2036	14757
2037	14757
2038	14766
2039	14757
2040	14766
2041	14766
2042	14766
2043	14766
2044	14990
2045	15009
2046	14747
2047	14741
2048	14730
2049	14730
2050	14730
2051	14730
2052	14730
2053	14730
2054	14730
2055	14730
2056	14766
2057	14757
2058	14757
2059	15009
2060	14778
2061	14757
2062	14778
2063	15021
2064	14993
2065	14993
2066	14750
2067	14993
2068	14993
2069	14974
2070	14974
2071	14974
2072	14964
2073	14964
2074	14964
2075	14973
2076	14973
2077	15218
2078	15209
2079	15209
2080	14757
2081	14738
2082	14738
2083	14738
2084	14750
2085	14750
2086	14516
2087	14738
2088	14714
2089	14721
2090	14721
2091	14747
2092	14747
2093	14747
2094	14747
2095	14747
2096	14747
2097	14506
2098	14766
2099	14747
2100	14747
2101	14766
2102	14757
2103	14757
2104	14525
2105	14757
2106	14516
2107	14757
2108	14981
2109	14964
2110	14973
2111	14973
2112	14730
2113	14973
2114	14973
2115	14730
2116	14730
2117	14730
2118	14973
2119	14973
2120	14973
2121	14990
2122	15218
2123	15218
2124	14990
2125	15020
2126	14990
2127	14990
2128	14990
2129	14973
2130	14766
2131	15009
2132	14964
2133	15187
2134	15434
2135	15187
2136	15456
2137	15209
2138	15456
2139	15209
2140	14990
2141	15020
2142	14798
2143	14777
2144	14787
2145	15053
2146	14810
2147	14787
2148	14766
2149	14747
2150	14747
2151	14747
2152	14730
2153	14489
2154	14489
2155	14721
2156	14721
2157	14738
2158	14738
2159	14738
2160	14738
2161	14757
2162	14757
2163	14766
2164	14766
2165	14766
2166	14766
2167	14766
2168	14766
2169	14787
2170	14766
2171	15009
2172	14990
2173	15218
2174	14990
2175	14973
2176	14973
2177	14973
2178	15203
2179	14958
2180	14973
2181	14990
2182	15218
2183	14981
2184	14990
2185	15000
2186	15000
2187	15000
2188	14766
2189	14981
2190	15209
2191	15218
2192	14973
2193	14973
2194	14730
2195	14721
2196	14480
2197	14258
2198	14258
2199	14251
2200	14731
2201	14731
2202	14750
2203	14745
2204	14993
2205	15226
2206	15209
2207	14964
2208	14721
2209	14738
2210	14730
2211	14730
2212	14721
2213	14497
2214	14731
2215	14714
2216	14731
2217	14974
2218	14974
2219	14731
2220	14721
2221	14730
2222	14721
2223	14730
2224	14730
2225	14730
2226	14730
2227	14973
2228	14990
2229	15235
2230	15009
2231	15009
2232	15009
2233	14990
2234	14964
2235	14964
2236	14974
2237	14981
2238	14957
2239	14952
2240	14993
2241	14993
2242	14974
2243	14964
2244	14964
2245	14964
2246	14964
2247	15181
2248	14949
2249	15181
2250	14964
2251	14964
2252	14714
2253	14964
2254	14957
2255	15000
2256	14990
2257	14766
2258	14766
2259	15000
2260	15009
2261	15000
2262	15000
2263	15000
2264	15021
2265	15030
2266	15254
2267	15009
2268	15009
2269	15482
2270	15254
2271	15235
2272	15218
2273	15465
2274	15465
2275	15465
2276	15482
2277	15235
2278	15254
2279	15254
2280	15235
2281	15254
2282	15009
2283	15009
2284	14990
2285	15009
2286	14990
2287	14990
2288	14730
2289	14730
2290	14730
2291	14721
2292	14731
2293	14714
2294	14473
2295	14709
2296	14709
2297	14709
2298	14969
2299	14969
2300	14969
2301	14974
2302	15000
2303	14757
2304	14757
2305	14738
2306	14738
2307	14738
2308	14747
2309	14738
2310	14747
2311	14730
2312	14730
2313	14973
2314	14973
2315	14973
2316	14973
2317	15203
2318	14973
2319	14730
2320	14721
2321	14721
2322	14721
2323	14721
2324	14721
2325	14721
2326	14721
2327	14730
2328	14747
2329	14766
2330	14747
2331	14766
2332	14757
2333	14766
2334	14766
2335	14757
2336	14757
2337	14981
2338	14990
2339	15218
2340	15203
2341	14973
2342	14990
2343	14990
2344	14990
2345	14990
2346	14990
2347	15009
2348	14766
2349	14990
2350	14730
2351	14730
2352	14973
2353	14721
2354	14981
2355	14721
2356	14721
2357	14747
2358	14525
2359	14757
2360	14766
2361	14747
2362	14766
2363	14766
2364	14747
2365	14747
2366	14973
2367	14730
2368	14730
2369	14730
2370	14730
2371	14721
2372	14721
2373	14730
2374	14721
2375	14714
2376	14731
2377	14757
2378	14757
2379	14757
2380	14757
2381	14757
2382	14766
2383	15009
2384	14766
2385	14766
2386	15009
2387	14766
2388	14766
2389	15001
2390	15001
2391	14766
2392	15001
2393	14990
2394	15009
2395	15254
2396	15226
2397	15000
2398	15226
2399	14973
2400	14981
2401	15009
2402	15009
2403	15009
2404	14766
2405	14766
2406	14766
2407	14766
2408	14766
2409	14766
2410	14747
2411	14973
2412	15218
2413	15218
2414	14981
2415	14981
2416	14974
2417	14981
2418	15226
2419	15235
2420	15009
2421	15030
2422	15000
2423	15000
2424	15009
2425	14766
2426	14766
2427	15000
2428	14981
2429	15000
2430	15009
2431	15254
2432	15235
2433	15235
2434	15009
2435	14777
2436	14747
2437	14747
2438	14747
2439	14747
2440	14766
2441	15009
2442	15009
2443	15009
2444	14747
2445	14766
2446	14766
2447	15009
2448	14990
2449	14981
2450	14990
2451	14973
2452	15218
2453	15218
2454	15218
2455	14973
2456	14984
2457	15227
2458	15214
2459	15229
2460	14990
2461	14730
2462	14747
2463	14747
2464	14747
2465	14497
2466	14525
2467	14258
2468	14241
2469	14480
2470	14480
2471	14714
2472	14714
2473	14714
2474	14731
2475	14738
2476	14730
2477	14730
2478	14747
2479	14766
2480	14766
2481	14766
2482	14747
2483	14766
2484	14766
2485	14766
2486	14766
2487	15009
2488	14766
2489	15000
2490	15000
2491	15000
2492	14757
2493	14750
2494	14757
2495	14738
2496	14747
2497	14525
2498	14489
