index	value
303	17434
304	17181
305	17181
306	17186
307	17186
308	17181
309	16917
310	17177
311	16910
312	17171
313	17178
314	17440
315	17177
316	17177
317	17177
318	16926
319	17187
320	16926
321	16929
322	16929
323	16926
324	17187
325	16929
326	17187
327	17190
328	17178
329	17441
330	17440
331	17440
332	17440
333	17450
334	17440
335	17714
336	17705
337	17705
338	17706
339	17699
340	17706
341	17706
342	17706
343	17706
344	17699
345	17706
346	17440
347	17449
348	17441
349	17178
350	17441
351	17178
352	17187
353	17186
354	17177
355	17177
356	17178
357	17181
358	17181
359	17453
360	17441
361	17450
362	17441
363	17440
364	17433
365	17434
366	17699
367	17171
368	17171
369	17170
370	17170
371	17171
372	17178
373	16913
374	16913
375	16913
376	17171
377	17181
378	17444
379	17181
380	17174
381	17441
382	17441
383	17706
384	17444
385	17441
386	17702
387	17434
388	17171
389	17174
390	16913
391	16920
392	16913
393	16920
394	16920
395	17178
396	17171
397	17434
398	17433
399	17694
400	17434
401	17699
402	17432
403	17174
404	16913
405	16920
406	17178
407	17177
408	17177
409	17177
410	17441
411	17705
412	17699
413	17702
414	17437
415	17444
416	17444
417	17444
418	17434
419	17170
420	17433
421	17441
422	17441
423	17699
424	17434
425	17171
426	17171
427	17170
428	16910
429	16910
430	16910
431	16910
432	16909
433	16917
434	16916
435	16916
436	17187
437	17187
438	17450
439	17449
440	17186
441	16926
442	17187
443	16929
444	16926
445	17186
446	16920
447	16917
448	17178
449	17181
450	17190
451	17441
452	17709
453	17453
454	17453
455	17190
456	17453
457	17181
458	17187
459	17190
460	17186
461	17186
462	17449
463	17449
464	17714
465	17449
466	17449
467	17186
468	17187
469	17186
470	17187
471	16917
472	16913
473	16913
474	17171
475	17441
476	17718
477	17709
478	17706
479	17705
480	17705
481	17705
482	17441
483	17178
484	16917
485	16917
486	16917
487	16920
488	16920
489	16920
490	16920
491	16913
492	16910
493	17170
494	16917
495	16909
496	16909
497	16916
498	17187
499	17450
500	17714
501	17718
502	17706
503	17706
504	17699
505	17699
506	17702
507	17697
508	17432
509	17437
510	17174
511	17437
512	16913
513	16913
514	16913
515	17174
516	17174
517	17181
518	17437
519	17699
520	17702
521	17702
522	17444
523	17444
524	17171
525	17434
526	17441
527	17453
528	17444
529	17444
530	17706
531	17718
532	17718
533	17715
534	17714
535	17449
536	17449
537	17449
538	17177
539	17177
540	17177
541	17434
542	17440
543	17440
544	17441
545	17705
546	17698
547	17698
548	17698
549	17706
550	17699
551	17699
552	17699
553	17698
554	17706
555	17705
556	17440
557	17715
558	17714
559	17706
560	17706
561	17715
562	17709
563	17706
564	17699
565	17698
566	17449
567	17449
568	17441
569	17178
570	17181
571	17442
572	17444
573	17174
574	17437
575	17174
576	17171
577	17171
578	17170
579	16910
580	17171
581	17171
582	17170
583	17171
584	17174
585	17174
586	17174
587	17181
588	16920
589	17186
590	17190
591	17186
592	17178
593	17187
594	17178
595	17178
596	17450
597	17181
598	17437
599	17444
600	17181
601	17444
602	17709
603	17444
604	17453
605	17450
606	17453
607	17444
608	17709
609	17718
610	17453
611	17718
612	17444
613	17449
614	17453
615	17181
616	17444
617	17453
618	17190
619	17453
620	17198
621	17190
622	17449
623	17461
624	17450
625	17187
626	17186
627	17186
628	17450
629	17714
630	17441
631	17450
632	17187
633	17441
634	17706
635	17433
636	17434
637	17444
638	17444
639	17434
640	17444
641	17453
642	17453
643	17453
644	17190
645	17453
646	17444
647	17444
648	17444
649	17444
650	17181
651	17444
652	17702
653	17444
654	17181
655	17174
656	16913
657	17174
658	17174
659	17174
660	16913
661	17174
662	17174
663	17174
664	17174
665	17437
666	17437
667	17702
668	17702
669	17702
670	17702
671	17706
672	17706
673	17714
674	17441
675	17187
676	17186
677	16926
678	16937
679	16678
680	16925
681	16666
682	16926
683	16925
684	16666
685	16926
686	16926
687	17450
688	17186
689	17178
690	17171
691	16913
692	16910
693	16910
694	16910
695	16904
696	16651
697	16910
698	16910
699	16910
700	16910
701	16910
702	16909
703	16909
704	17170
705	17441
706	17441
707	17441
708	17444
709	17441
710	17444
711	17709
712	17453
713	17181
714	17181
715	16920
716	17181
717	17181
718	17174
719	17437
720	17702
721	17699
722	17698
723	17433
724	17433
725	17433
726	17441
727	17187
728	17187
729	17187
730	17715
731	17715
732	17705
733	17706
734	17705
735	17705
736	17706
737	17705
738	17705
739	17450
740	17450
741	17190
742	17187
743	16929
744	17190
745	16929
746	17187
747	17181
748	16929
749	16920
750	16929
751	16929
752	16667
753	16925
754	16929
755	16920
756	16916
757	16917
758	16916
759	17171
760	17171
761	16910
762	17171
763	17441
764	17434
765	17705
766	17434
767	17434
768	17706
769	17433
770	16909
771	16909
772	16910
773	17171
774	17181
775	17187
776	17186
777	17449
778	17706
779	17706
780	17698
781	17699
782	17699
783	17699
784	17699
785	17702
786	17702
787	17702
788	17702
789	17702
790	17437
791	17444
792	17453
793	17718
794	17714
795	17453
796	17453
797	17709
798	17709
799	17705
800	17705
801	17706
802	17705
803	17699
804	17699
805	17699
806	17441
807	17181
808	17441
809	17444
810	17453
811	17453
812	17453
813	17453
814	17453
815	17718
816	17723
817	17718
818	17718
819	17444
820	17437
821	17437
822	17437
823	17437
824	17174
825	17181
826	17181
827	17441
828	17441
829	17453
830	17715
831	17715
832	17715
833	17715
834	17718
835	17453
836	17453
837	17453
838	17718
839	17453
840	17709
841	17709
842	17709
843	17702
844	17441
845	17441
846	17441
847	17178
848	17441
849	17444
850	17444
851	17444
852	17709
853	17709
854	17718
855	17709
856	17709
857	17709
858	17709
859	17706
860	17702
861	17441
862	17171
863	17450
864	17177
865	16917
866	16926
867	16929
868	16929
869	17186
870	16926
871	16929
872	17187
873	17190
874	17453
875	17453
876	17195
877	17193
878	17195
879	17458
880	17195
881	17190
882	17181
883	17190
884	16929
885	17190
886	17444
887	17178
888	17441
889	17434
890	17440
891	17441
892	17705
893	17449
894	17450
895	17181
896	16920
897	16913
898	16920
899	16920
900	16913
901	17171
902	16913
903	17171
904	17440
905	17440
906	17440
907	17698
908	17440
909	17441
910	17440
911	17181
912	16929
913	16929
914	17190
915	16920
916	17190
917	17190
918	17186
919	17444
920	17444
921	17453
922	17190
923	17458
924	17465
925	17195
926	17453
927	17453
928	17453
929	17181
930	17453
931	17181
932	17177
933	16916
934	17178
935	16920
936	17178
937	17178
938	17174
939	17174
940	17437
941	17702
942	17706
943	17698
944	17433
945	17433
946	17699
947	17434
948	17434
949	17437
950	17702
951	17702
952	17969
953	17698
954	17698
955	17699
956	17705
957	17715
958	17715
959	17460
960	17197
961	16937
962	16937
963	17186
964	17186
965	17177
966	16913
967	17171
968	17429
969	17694
970	17702
971	17442
972	17437
973	17434
974	17444
975	17441
976	17449
977	17450
978	17450
979	17450
980	17450
981	17449
982	17441
983	17705
984	17437
985	17437
986	17702
987	17702
988	17969
989	17969
990	17702
991	17702
992	17702
993	17702
994	17702
995	17702
996	17437
997	17434
998	16913
999	17171
1000	17174
1001	17171
1002	16910
1003	16913
1004	16910
1005	17178
1006	17178
1007	17178
1008	17170
1009	17177
1010	16913
1011	16910
1012	16926
1013	16926
1014	17187
1015	17450
1016	17187
1017	17178
1018	17706
1019	17706
1020	17702
1021	17702
1022	17434
1023	17434
1024	17699
1025	17440
1026	17440
1027	17706
1028	17440
1029	17440
1030	17444
1031	17444
1032	17444
1033	17444
1034	17453
1035	17453
1036	17718
1037	17718
1038	17718
1039	17718
1040	17715
1041	17709
1042	17709
1043	17709
1044	17707
1045	17714
1046	17714
1047	17721
1048	17723
1049	17723
1050	17718
1051	17718
1052	17709
1053	17702
1054	17702
1055	17699
1056	17699
1057	17702
1058	17699
1059	17698
1060	17965
1061	17705
1062	17714
1063	17715
1064	17715
1065	17714
1066	17706
1067	17706
1068	17437
1069	17441
1070	17433
1071	17433
1072	17433
1073	17441
1074	17441
1075	17706
1076	17433
1077	17434
1078	17171
1079	17434
1080	17437
1081	16918
1082	16913
1083	16918
1084	16913
1085	16913
1086	17174
1087	17171
1088	17437
1089	17698
1090	17699
1091	17440
1092	17441
1093	17441
1094	17190
1095	17190
1096	17187
1097	17187
1098	17190
1099	17187
1100	17450
1101	17441
1102	17178
1103	17187
1104	17178
1105	16920
1106	17171
1107	17171
1108	16920
1109	16920
1110	16932
1111	16918
1112	16925
1113	17181
1114	16934
1115	16941
1116	16920
1117	17181
1118	17178
1119	16920
1120	16920
1121	16925
1122	16913
1123	16910
1124	16920
1125	17181
1126	17187
1127	17450
1128	17187
1129	17186
1130	17450
1131	17449
1132	17440
1133	17178
1134	17441
1135	17441
1136	17181
1137	17444
1138	17186
1139	17186
1140	17181
1141	17444
1142	17186
1143	17444
1144	17444
1145	17174
1146	17174
1147	17437
1148	17174
1149	17441
1150	17177
1151	17433
1152	17441
1153	17702
1154	17444
1155	17441
1156	17699
1157	17433
1158	17698
1159	17441
1160	17440
1161	17441
1162	17715
1163	17714
1164	17714
1165	17714
1166	17706
1167	17699
1168	17972
1169	17714
1170	17706
1171	17709
1172	17718
1173	17718
1174	17715
1175	17718
1176	17718
1177	17715
1178	17715
1179	17450
1180	17449
1181	17177
1182	17178
1183	17177
1184	17171
1185	17171
1186	17434
1187	17433
1188	17434
1189	17437
1190	17432
1191	17437
1192	17179
1193	17174
1194	17437
1195	17179
1196	17437
1197	17437
1198	17437
1199	17437
1200	17437
1201	17444
1202	17706
1203	17450
1204	17441
1205	17450
1206	17450
1207	17440
1208	17441
1209	17706
1210	17444
1211	17444
1212	17441
1213	17709
1214	17441
1215	17444
1216	17178
1217	16917
1218	16926
1219	16925
1220	17178
1221	17178
1222	17171
1223	17171
1224	17171
1225	17178
1226	17181
1227	17187
1228	17187
1229	17187
1230	17187
1231	17460
1232	17186
1233	17450
1234	17718
1235	17187
1236	17181
1237	17190
1238	17190
1239	17190
1240	17718
1241	17450
1242	17453
1243	17718
1244	17718
1245	17718
1246	17715
1247	17449
1248	17450
1249	17449
1250	17450
1251	17450
1252	17449
1253	17450
1254	17450
1255	17190
1256	17449
1257	17181
1258	16920
1259	16913
1260	16920
1261	16926
1262	16925
1263	17177
1264	17178
1265	17178
1266	17440
1267	17440
1268	17705
1269	17706
1270	17434
1271	17441
1272	17441
1273	17181
1274	17178
1275	17449
1276	17178
1277	17441
1278	17177
1279	17170
1280	17177
1281	16910
1282	17170
1283	17434
1284	17434
1285	17441
1286	17440
1287	17714
1288	17714
1289	17714
1290	17718
1291	17450
1292	16929
1293	16929
1294	17190
1295	16925
1296	16913
1297	16910
1298	16910
1299	16910
1300	17437
1301	17437
1302	17449
1303	17444
1304	17441
1305	17706
1306	17706
1307	17702
1308	17702
1309	17437
1310	17444
1311	17441
1312	17706
1313	17714
1314	17449
1315	17715
1316	17715
1317	17718
1318	17718
1319	17718
1320	17444
1321	17444
1322	17709
1323	17709
1324	17444
1325	17171
1326	17437
1327	17437
1328	17437
1329	17437
1330	17171
1331	17699
1332	17434
1333	17441
1334	17699
1335	17699
1336	17702
1337	17702
1338	17441
1339	17434
1340	17699
1341	17702
1342	17702
1343	17705
1344	17698
1345	17699
1346	17702
1347	17709
1348	17444
1349	17453
1350	17444
1351	16925
1352	16920
1353	17190
1354	17453
1355	17453
1356	17190
1357	17190
1358	17450
1359	17186
1360	17450
1361	17450
1362	17177
1363	17177
1364	17440
1365	17441
1366	17444
1367	17453
1368	17709
1369	17444
1370	17444
1371	17702
1372	17702
1373	17698
1374	17698
1375	17699
1376	17698
1377	17441
1378	17440
1379	17450
1380	17190
1381	17450
1382	17453
1383	17453
1384	17718
1385	17718
1386	17718
1387	17709
1388	17706
1389	17434
1390	17441
1391	17441
1392	17187
1393	16929
1394	17186
1395	17187
1396	17453
1397	17453
1398	17190
1399	17458
1400	17190
1401	17190
1402	17181
1403	16929
1404	16920
1405	16920
1406	16920
1407	16913
1408	17174
1409	16920
1410	16917
1411	16913
1412	17170
1413	17170
1414	17699
1415	17444
1416	17441
1417	17441
1418	17441
1419	17441
1420	17171
1421	17437
1422	17174
1423	17179
1424	17449
1425	17444
1426	17702
1427	17699
1428	17705
1429	17714
1430	17715
1431	17715
1432	17715
1433	17714
1434	17449
1435	17714
1436	17178
1437	17177
1438	17178
1439	16910
1440	16913
1441	16920
1442	17181
1443	16920
1444	17178
1445	17181
1446	17190
1447	17453
1448	17706
1449	17705
1450	17715
1451	17450
1452	17450
1453	17450
1454	17187
1455	17187
1456	17187
1457	16929
1458	16926
1459	16929
1460	16929
1461	16920
1462	16920
1463	16929
1464	17186
1465	17178
1466	17178
1467	17171
1468	17171
1469	17441
1470	17441
1471	17177
1472	17178
1473	17441
1474	17441
1475	17706
1476	17174
1477	17174
1478	17174
1479	17174
1480	17171
1481	17171
1482	16913
1483	17171
1484	17170
1485	17178
1486	16913
1487	17181
1488	16925
1489	16918
1490	17181
1491	17179
1492	17186
1493	17174
1494	17171
1495	17174
1496	17178
1497	17178
1498	16926
1499	16929
1500	16929
1501	16926
1502	16929
1503	16929
1504	16929
1505	16929
1506	16926
1507	16916
1508	16910
1509	16909
1510	16916
1511	16910
1512	16909
1513	16916
1514	16917
1515	16916
1516	17187
1517	16926
1518	17178
1519	17449
1520	17177
1521	17178
1522	17171
1523	16913
1524	16913
1525	16913
1526	16913
1527	16913
1528	16913
1529	16913
1530	17444
1531	17441
1532	17449
1533	17715
1534	17450
1535	17706
1536	17441
1537	17437
1538	17441
1539	17441
1540	17437
1541	17441
1542	17441
1543	17453
1544	17444
1545	17444
1546	17174
1547	17444
1548	17444
1549	17437
1550	17437
1551	17437
1552	17442
1553	17437
1554	17444
1555	17444
1556	17702
1557	17702
1558	17709
1559	17174
1560	17437
1561	17437
1562	17437
1563	17437
1564	17437
1565	17437
1566	17437
1567	17702
1568	17709
1569	17702
1570	17702
1571	17702
1572	17699
1573	17699
1574	17699
1575	17699
1576	17698
1577	17699
1578	17437
1579	17444
1580	17444
1581	17181
1582	17190
1583	17181
1584	17181
1585	17441
1586	17441
1587	17187
1588	17190
1589	17187
1590	16929
1591	17187
1592	17449
1593	17187
1594	17450
1595	17450
1596	17450
1597	17450
1598	17715
1599	17715
1600	17440
1601	17699
1602	17699
1603	17699
1604	17699
1605	17699
1606	17434
1607	17706
1608	17444
1609	17718
1610	17453
1611	17453
1612	17723
1613	17723
1614	17718
1615	17718
1616	17718
1617	17718
1618	17718
1619	17718
1620	17718
1621	17444
1622	17190
1623	17190
1624	17190
1625	17181
1626	17181
1627	17181
1628	16920
1629	17187
1630	17441
1631	17441
1632	17705
1633	17441
1634	17705
1635	17698
1636	17437
1637	17181
1638	17195
1639	17181
1640	17181
1641	17444
1642	17437
1643	17444
1644	17706
1645	17706
1646	17440
1647	17705
1648	17706
1649	17705
1650	17714
1651	17714
1652	17715
1653	17715
1654	17715
1655	17709
1656	17709
1657	17174
1658	17174
1659	16913
1660	16913
1661	16913
1662	17171
1663	17434
1664	17434
1665	17441
1666	17699
1667	17437
1668	17434
1669	17441
1670	17178
1671	17178
1672	17441
1673	17441
1674	17450
1675	17190
1676	17453
1677	17453
1678	17444
1679	17453
1680	17718
1681	17709
1682	17437
1683	17437
1684	17170
1685	16909
1686	16909
1687	16910
1688	16909
1689	16909
1690	16910
1691	16910
1692	16913
1693	17441
1694	17434
1695	17698
1696	17705
1697	17698
1698	17698
1699	17698
1700	17699
1701	17693
1702	17693
1703	17429
1704	17429
1705	17433
1706	17433
1707	17434
1708	17441
1709	17434
1710	17699
1711	17699
1712	17699
1713	17699
1714	17698
1715	17699
1716	17698
1717	17705
1718	17698
1719	17714
1720	17440
1721	17441
1722	17178
1723	17440
1724	17178
1725	17171
1726	17178
1727	17433
1728	17441
1729	17186
1730	17450
1731	17186
1732	17187
1733	17197
1734	16926
1735	17197
1736	17187
1737	16925
1738	16925
1739	17187
1740	17187
1741	17187
1742	17187
1743	17187
1744	17450
1745	17440
1746	17715
1747	17444
1748	17444
1749	17444
1750	17437
1751	17694
1752	17693
1753	17433
1754	17433
1755	17698
1756	17693
1757	17694
1758	17434
1759	17174
1760	17437
1761	17171
1762	16913
1763	17171
1764	17171
1765	17178
1766	17441
1767	17706
1768	17706
1769	17441
1770	17440
1771	17178
1772	17187
1773	17181
1774	16920
1775	16920
1776	16920
1777	17190
1778	17458
1779	17453
1780	17453
1781	17718
1782	17449
1783	17715
1784	17450
1785	17449
1786	17449
1787	17440
1788	17177
1789	17171
1790	17434
1791	17699
1792	17433
1793	17434
1794	17433
1795	17170
1796	17433
1797	17441
1798	17441
1799	17178
1800	17441
1801	17178
1802	17178
1803	17181
1804	17181
1805	17444
1806	17453
1807	17444
1808	17441
1809	17444
1810	17437
1811	17437
1812	17437
1813	17444
1814	17437
1815	17444
1816	17450
1817	17450
1818	17187
1819	17187
1820	17187
1821	17178
1822	17190
1823	17190
1824	17444
1825	17453
1826	17190
1827	17181
1828	17181
1829	17174
1830	17174
1831	17174
1832	17181
1833	17174
1834	17434
1835	17434
1836	17699
1837	17698
1838	17698
1839	17699
1840	17699
1841	17706
1842	17706
1843	17441
1844	17706
1845	17441
1846	17441
1847	17178
1848	17178
1849	17178
1850	17177
1851	17178
1852	16920
1853	17177
1854	17177
1855	17177
1856	17177
1857	17177
1858	17178
1859	17178
1860	17178
1861	16920
1862	17181
1863	16920
1864	16920
1865	16934
1866	16932
1867	16925
1868	16920
1869	16920
1870	16926
1871	16917
1872	16920
1873	16917
1874	17177
1875	17177
1876	17187
1877	17450
1878	17444
1879	17715
1880	17715
1881	17706
1882	17699
1883	17709
1884	17706
1885	17699
1886	17965
1887	17698
1888	17698
1889	17699
1890	17706
1891	17706
1892	17453
1893	17441
1894	17449
1895	17450
1896	17186
1897	17186
1898	17440
1899	17441
1900	17178
1901	17441
1902	17441
1903	17441
1904	17715
1905	17715
1906	17715
1907	17450
1908	17714
1909	17449
1910	17178
1911	17177
1912	17186
1913	17187
1914	17441
1915	17440
1916	17440
1917	17709
1918	17181
1919	17174
1920	17437
1921	17174
1922	17174
1923	17444
1924	17437
1925	17171
1926	17441
1927	17440
1928	17440
1929	17450
1930	17441
1931	17187
1932	17187
1933	17450
1934	17178
1935	17178
1936	17178
1937	17178
1938	17170
1939	17170
1940	17171
1941	17440
1942	17706
1943	17441
1944	17441
1945	17706
1946	17715
1947	17715
1948	17705
1949	17714
1950	17449
1951	17453
1952	17709
1953	17444
1954	17444
1955	17434
1956	17433
1957	17433
1958	17433
1959	17429
1960	17433
1961	17434
1962	17437
1963	17453
1964	17444
1965	17453
1966	17709
1967	17709
1968	17706
1969	17706
1970	17433
1971	17170
1972	17433
1973	17698
1974	17434
1975	17434
1976	17437
1977	17702
1978	17702
1979	17702
1980	17702
1981	17707
1982	17702
1983	17437
1984	17434
1985	17434
1986	17440
1987	17440
1988	17449
1989	17444
1990	17444
1991	17449
1992	17444
1993	17174
1994	17174
1995	16925
1996	17179
1997	17437
1998	17437
1999	17702
2000	17702
2001	17444
2002	17444
2003	17709
2004	17718
2005	17444
2006	17441
2007	17181
2008	17187
2009	17709
2010	17699
2011	17434
2012	17171
2013	17181
2014	17706
2015	17434
2016	17441
2017	17441
2018	17177
2019	17440
2020	17178
2021	17186
2022	17178
2023	17441
2024	17178
2025	17449
2026	17441
2027	17437
2028	17702
2029	17706
2030	17705
2031	17706
2032	17709
2033	17709
2034	17714
2035	17714
2036	17714
2037	17715
2038	17705
2039	17705
2040	17705
2041	17705
2042	17705
2043	17705
2044	17714
2045	17715
2046	17714
2047	17450
2048	17715
2049	17440
2050	17186
2051	17187
2052	16917
2053	16917
2054	17177
2055	17177
2056	17170
2057	16910
2058	16910
2059	17171
2060	17433
2061	17428
2062	17426
2063	17426
2064	17429
2065	17426
2066	17432
2067	17174
2068	17437
2069	17187
2070	17190
2071	17187
2072	17450
2073	17450
2074	17450
2075	17715
2076	17441
2077	17437
2078	17444
2079	17441
2080	17440
2081	17441
2082	17440
2083	17178
2084	17178
2085	17187
2086	17178
2087	17440
2088	17433
2089	17170
2090	17434
2091	17434
2092	17699
2093	17428
2094	17433
2095	17434
2096	17699
2097	17440
2098	17434
2099	16926
2100	16925
2101	17197
2102	16925
2103	16926
2104	17197
2105	17186
2106	17186
2107	17178
2108	17177
2109	17434
2110	17433
2111	17433
2112	17434
2113	17699
2114	17702
2115	17702
2116	17709
2117	17709
2118	17718
2119	17714
2120	17721
2121	17456
2122	17193
2123	17202
2124	17465
2125	17193
2126	17449
2127	17449
2128	17190
2129	17453
2130	17444
2131	17441
2132	17441
2133	17441
2134	17434
2135	17178
2136	17437
2137	17437
2138	17437
2139	17174
2140	17174
2141	17174
2142	17174
2143	17181
2144	17444
2145	17181
2146	17174
2147	17171
2148	17171
2149	16920
2150	17178
2151	17178
2152	17187
2153	17187
2154	17190
2155	17190
2156	17444
2157	17453
2158	17458
2159	17723
2160	17714
2161	17709
2162	17702
2163	17706
2164	17706
2165	17709
2166	17718
2167	17718
2168	17709
2169	17453
2170	17444
2171	17715
2172	17705
2173	17441
2174	17178
2175	16917
2176	16917
2177	16910
2178	16916
2179	16909
2180	16910
2181	17170
2182	17433
2183	17433
2184	17698
2185	17698
2186	17698
2187	17698
2188	17434
2189	17441
2190	17449
2191	17714
2192	17449
2193	17449
2194	17450
2195	17440
2196	17450
2197	17440
2198	17177
2199	17177
2200	17187
2201	17450
2202	17450
2203	17450
2204	17449
2205	17450
2206	17464
2207	17450
2208	17718
2209	17453
2210	17453
2211	17444
2212	17441
2213	17171
2214	17171
2215	17171
2216	17171
2217	17429
2218	17174
2219	17174
2220	17437
2221	17444
2222	17709
2223	17444
2224	17444
2225	17444
2226	17441
2227	17433
2228	17433
2229	17433
2230	17699
2231	17434
2232	17170
2233	16913
2234	17171
2235	17174
2236	17174
2237	16913
2238	16908
2239	17169
2240	17432
2241	17433
2242	17437
2243	17434
2244	17433
2245	17434
2246	17433
2247	17170
2248	17437
2249	17441
2250	17453
2251	17450
2252	17453
2253	17190
2254	17453
2255	17453
2256	17450
2257	17187
2258	17441
2259	17449
2260	17706
2261	17706
2262	17715
2263	17706
2264	17706
2265	17705
2266	17698
2267	17702
2268	17699
2269	17699
2270	17698
2271	17705
2272	17706
2273	17706
2274	17705
2275	17705
2276	17706
2277	17706
2278	17705
2279	17698
2280	17698
2281	17699
2282	17699
2283	17434
2284	17444
2285	17453
2286	17444
2287	17453
2288	17718
2289	17453
2290	17718
2291	17453
2292	17441
2293	17702
2294	17444
2295	17181
2296	17174
2297	17174
2298	17174
2299	17174
2300	17181
2301	17181
2302	17171
2303	17441
2304	17444
2305	17453
2306	17453
2307	17450
2308	17186
2309	17186
2310	16926
2311	17178
2312	17178
2313	17178
2314	17178
2315	17441
2316	17178
2317	17449
2318	17714
2319	17718
2320	17450
2321	17718
2322	17718
2323	17709
2324	17709
2325	17174
2326	17442
2327	17181
2328	16925
2329	16925
2330	16925
2331	16929
2332	16920
2333	16929
2334	17187
2335	17190
2336	17715
2337	17450
2338	17715
2339	17718
2340	17715
2341	17718
2342	17437
2343	17444
2344	17190
2345	17181
2346	17181
2347	17453
2348	17441
2349	17441
2350	17698
2351	17699
2352	17709
2353	17718
2354	17718
2355	17718
2356	17709
2357	17709
2358	17709
2359	17702
2360	17699
2361	17702
2362	17699
2363	17702
2364	17702
2365	17709
2366	17709
2367	17718
2368	17709
2369	17450
2370	17450
2371	17453
2372	17187
2373	17187
2374	17187
2375	17187
2376	17186
2377	17177
2378	17441
2379	17440
2380	17440
2381	17441
2382	17441
2383	17187
2384	17177
2385	17178
2386	17177
2387	17177
2388	17177
2389	17178
2390	17181
2391	17441
2392	17434
2393	17441
2394	17444
2395	17441
2396	17444
2397	17437
2398	17444
2399	17178
2400	17170
2401	17440
2402	17705
2403	17434
2404	17706
2405	17715
2406	17440
2407	17709
2408	17718
2409	17709
2410	17444
2411	17181
2412	17174
2413	17437
2414	17444
2415	17441
2416	17440
2417	17178
2418	17434
2419	17444
2420	17437
2421	17444
2422	17709
2423	17707
2424	17709
2425	17709
2426	17709
2427	17718
2428	17706
2429	17706
2430	17453
2431	17453
2432	17453
2433	17453
2434	17444
2435	17437
2436	17444
2437	17434
2438	17433
2439	17433
2440	17440
2441	17440
2442	17705
2443	17714
2444	17706
2445	17441
2446	17441
2447	17441
2448	17441
2449	17187
2450	17441
2451	17444
2452	17441
2453	17702
2454	17434
2455	17434
2456	17434
2457	17429
2458	17434
2459	17433
2460	17440
2461	17714
2462	17714
2463	17715
2464	17982
2465	17985
2466	17715
2467	17715
2468	17718
2469	17718
2470	17718
2471	17444
2472	17441
2473	17181
2474	17444
2475	17709
2476	17714
2477	17709
2478	17718
2479	17718
2480	17718
2481	17718
2482	17444
2483	17450
2484	17441
2485	17444
2486	17702
2487	17705
2488	17705
2489	17699
2490	17706
2491	17706
2492	17706
2493	17706
2494	17706
2495	17698
2496	17433
2497	17698
2498	17698
